8E-06,0.505577,0.033395
0.0002,0.087208,0.52145
0.00041,0.893382,0.356598
0.000495,0.429402,0.571958
0.000502,0.887431,0.320068
0.000509,0.338623,0.027161
0.000545,0.71947,0.311912
0.000565,0.060351,0.357018
0.000616,0.394122,0.359185
0.00111,0.73154,0.37925
0.001123,0.604016,0.613989
0.001349,0.415729,0.482234
0.00157,0.880869,0.271086
0.001913,0.386782,0.303473
0.001921,0.910732,0.4471
0.002081,0.406696,0.421442
0.002162,0.674637,0.028366
0.002208,0.71042,0.24265
0.002232,0.300215,0.781199
0.002823,0.007675,0.020645
0.00284,0.143958,0.838184
0.00285,0.761051,0.540661
0.002897,0.838829,0.006904
0.002992,0.103276,0.592725
0.003018,0.793905,0.736268
0.003061,0.621549,0.701744
0.003071,0.249019,0.466479
0.003184,0.659515,0.928434
0.003189,0.015976,0.067155
0.003213,0.599179,0.566152
0.003262,0.779378,0.64691
0.003344,0.164878,0.959173
0.00353,0.378938,0.241857
0.00354,0.039613,0.205815
0.003804,0.300535,0.768976
0.003848,0.208993,0.219326
0.003881,0.352524,0.080216
0.003914,0.523156,0.103708
0.003929,0.510872,0.029869
0.003999,0.071627,0.393776
0.004001,0.251934,0.475588
0.004042,0.915019,0.453737
0.004185,0.299726,0.76069
0.004242,0.018769,0.074433
0.004302,0.930447,0.543965
0.004371,0.462881,0.737946
0.004438,0.862008,0.132105
0.004463,0.475851,0.814944
0.004835,0.890665,0.300474
0.004854,0.124608,0.703964
0.004913,0.01236,0.029937
0.004917,0.265301,0.54755
0.005044,0.562678,0.330672
0.005048,0.865304,0.146388
0.005115,0.240138,0.394791
0.005148,0.405642,0.38752
0.00527,0.369996,0.172549
0.005285,0.382127,0.245198
0.005347,0.44286,0.609037
0.005481,0.222681,0.286756
0.005482,0.253932,0.474261
0.005579,0.629224,0.725136
0.005631,0.030625,0.133074
0.00565,0.289472,0.685981
0.005724,0.154074,0.872928
0.005768,0.048738,0.240513
0.005795,0.816275,0.845492
0.005831,0.140112,0.788194
0.005969,0.231837,0.337294
0.006083,0.665771,0.939878
0.006218,0.527504,0.109063
0.006399,0.372895,0.179782
0.006427,0.187431,0.06675
0.00652,0.330657,0.925259
0.006616,0.615735,0.634863
0.006621,0.920924,0.465959
0.006747,0.180458,0.022025
0.006868,0.128575,0.70964
0.006979,0.406374,0.375434
0.007073,0.540933,0.181941
0.007115,0.312422,0.810495
0.007115,0.330611,0.919629
0.007338,0.90391,0.357421
0.007638,0.554224,0.256604
0.007835,0.510383,0.991781
0.007897,0.537423,0.153467
0.008422,0.955624,0.657949
0.008467,0.920482,0.446687
0.008522,0.52758,0.088784
0.008769,0.682739,0.017516
0.00891,0.929134,0.494616
0.008985,0.844398,0.985525
0.009022,0.282986,0.616719
0.009026,0.575602,0.372375
0.009081,0.143148,0.777161
0.009094,0.013671,0.000181
0.009156,0.055971,0.253422
0.009314,0.436206,0.533412
0.009335,0.839225,0.951329
0.009342,0.276623,0.575657
0.009432,0.139684,0.75322
0.009526,0.322584,0.849772
0.009541,0.300168,0.71514
0.009622,0.636472,0.732231
0.009724,0.31793,0.820062
0.009856,0.944179,0.576374
0.010229,0.37352,0.149064
0.010264,0.67929,0.983365
0.010294,0.685729,0.021727
0.01031,0.702866,0.124406
0.010383,0.492148,0.859438
0.010571,0.808629,0.756637
0.01058,0.397646,0.290654
0.010598,0.558831,0.25761
0.01067,0.280239,0.585407
0.010681,0.05066,0.207827
0.01072,0.564081,0.288006
0.010787,0.958325,0.652868
0.010805,0.117436,0.607373
0.010824,0.403627,0.324346
0.011036,0.293911,0.664144
0.011045,0.856559,0.039954
0.011147,0.57757,0.365095
0.011317,0.734209,0.303395
0.011456,0.805913,0.732375
0.011515,0.670958,0.922115
0.011691,0.221291,0.222529
0.011792,0.854408,0.020315
0.011915,0.913859,0.375914
0.011969,0.421832,0.423271
0.012013,0.28854,0.623127
0.012018,0.644635,0.759651
0.012197,0.376007,0.146272
0.012205,0.892633,0.245952
0.012241,0.29118,0.636906
0.012548,0.38646,0.205828
0.012608,0.300213,0.687811
0.012621,0.141438,0.735045
0.012857,0.629086,0.658803
0.012933,0.598918,0.477112
0.012992,0.476048,0.739364
0.013103,0.750307,0.383917
0.01331,0.323804,0.823037
0.013422,0.668379,0.889475
0.013512,0.542183,0.131493
0.013545,0.755663,0.41207
0.013697,0.679824,0.955669
0.013735,0.162847,0.853471
0.014082,0.945262,0.544832
0.01429,0.548302,0.161202
0.014319,0.454761,0.599696
0.014348,0.375137,0.121689
0.014518,0.485021,0.779464
0.014742,0.198219,0.056631
0.014896,0.270945,0.491608
0.015009,0.663374,0.845162
0.015066,0.439914,0.503884
0.015118,0.836554,0.883257
0.015336,0.118335,0.571986
0.015538,0.340742,0.904612
0.015675,0.353362,0.979092
0.015788,0.713928,0.141479
0.015895,0.729508,0.233996
0.016174,0.048096,0.143005
0.016177,0.224984,0.204309
0.016347,0.364043,0.037137
0.016361,0.27827,0.52237
0.016439,0.381409,0.140503
0.01652,0.67523,0.902704
0.016534,0.652814,0.768073
0.016587,0.108538,0.501946
0.016685,0.489568,0.787246
0.016722,0.94134,0.497544
0.016796,0.819982,0.768721
0.016828,0.906137,0.285365
0.017154,0.237069,0.268031
0.017179,0.875938,0.10102
0.017245,0.203162,0.063772
0.017414,0.291194,0.590441
0.017563,0.040054,0.082258
0.017629,0.360076,0.001797
0.017679,0.650876,0.746145
0.017795,0.252176,0.352902
0.017913,0.015227,0.93014
0.017949,0.349318,0.934367
0.018237,0.250574,0.339306
0.018363,0.500097,0.835312
0.018411,0.629024,0.608447
0.018462,0.994412,0.800315
0.018502,0.590845,0.378553
0.018555,0.051452,0.141723
0.01857,0.028914,0.006359
0.018698,0.444949,0.501411
0.018821,0.490117,0.771315
0.018884,0.653027,0.748205
0.018888,0.878135,0.098822
0.018892,0.183813,0.932848
0.018988,0.435442,0.441763
0.019102,0.919183,0.343182
0.019212,0.147663,0.713071
0.019233,0.495381,0.799193
0.019309,0.521979,0.958087
0.019411,0.14716,0.708264
0.019474,0.274912,0.474212
0.019545,0.946025,0.500244
0.01968,0.784808,0.531731
0.019821,0.075272,0.273241
0.01985,0.924478,0.368222
0.019983,0.640209,0.661411
0.020017,0.869681,0.037938
0.020081,0.095094,0.389836
0.020175,0.224159,0.163383
0.020265,0.174749,0.866105
0.020436,0.37387,0.059293
0.020449,0.228523,0.187096
0.020498,0.389312,0.151397
0.020669,0.631526,0.603136
0.020689,0.9602,0.574998
0.020744,0.539344,0.049367
0.0208,0.239708,0.251047
0.020925,0.394012,0.17575
0.021083,0.789874,0.549492
0.021102,0.020887,0.935404
0.021203,0.633495,0.61014
0.02149,0.433305,0.406423
0.021603,0.809009,0.659633
0.02169,0.522772,0.941423
0.021747,0.258783,0.356975
0.021754,0.744523,0.271349
0.021785,0.749009,0.297991
0.02214,0.018629,0.912515
0.022156,0.089967,0.340396
0.022404,0.331433,0.786963
0.022453,0.568398,0.208306
0.022617,0.309246,0.651919
0.022649,0.423478,0.337024
0.022713,0.571251,0.223092
0.022724,0.334836,0.804495
0.022933,0.994641,0.761449
0.02303,0.387512,0.117796
0.023032,0.481388,0.681041
0.023057,0.124896,0.541863
0.023092,0.414673,0.280214
0.023157,0.68672,0.911904
0.023192,0.973567,0.632677
0.023264,0.725128,0.141386
0.023316,0.124697,0.538338
0.023371,0.697126,0.972422
0.02344,0.220283,0.110738
0.023504,0.456805,0.529289
0.02351,0.845494,0.861374
0.023516,0.192678,0.944429
0.023666,0.072159,0.219956
0.023732,0.396087,0.162932
0.023805,0.186346,0.903824
0.023982,0.736557,0.203506
0.024037,0.339871,0.822897
0.024248,0.195974,0.957613
0.024249,0.241875,0.23301
0.024336,0.924752,0.329493
0.024494,0.340756,0.824088
0.024514,0.620966,0.505172
0.024617,0.352353,0.892571
0.024627,0.029508,0.955408
0.024937,0.324871,0.724796
0.025193,0.115312,0.465139
0.025246,0.628047,0.541061
0.025264,0.798144,0.561485
0.025707,0.828281,0.738323
0.025815,0.866079,0.964143
0.026023,0.517095,0.868362
0.026023,0.520635,0.889602
0.02608,0.260918,0.33079
0.026144,0.426148,0.321596
0.026249,0.311839,0.634798
0.02625,0.427079,0.32622
0.026256,0.777681,0.429783
0.026302,0.777208,0.426533
